STABR,LIBID,LIBNAME,CNTY,BKMOB,MASTER,LIBRARIA,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,DB_LO_OT,DB_ST,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,REGBOR,TOTCIR,ELMATCIR,GPTERMS,PITUSR,YR_SUB,OBEREG,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LAT,LON
AL,999-047,TUSCALOOSA PUBLIC LIBRARY,TUSCALOOSA,2,18,20,$3283557.00,$195675.00,$1030.00,369541,$3849803.00,$2018287.00,$184872.00,$132370.00,$116766.00,$434008.00,842393,$3294688.00,$38420.00,$0.00,$0.00,$67091.00,$105511.00,$105511.00,201206,4800,11,70,81,389,8213,429265,80903,766958,23632,101,193368,2014,5,1,125,77256,200744,33.216299,-87.562204
AL,999-048,WILCOX COUNTY LIBRARY,WILCOX,0,0,2,$136014.00,$11393.00,$20000.00,11158,$178565.00,$109276.00,$12645.00,$57.00,$12514.00,$25216.00,31614,$166106.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,47031,50,6,70,76,29,2420,7991,8201,21672,2181,25,6780,2014,5,1,131,11512,11262,31.9904584,-87.2890637
AL,999-049,MONROE COUNTY PUBLIC LIBRARY,MONROE,0,0,2,$74000.00,$22583.00,$0.00,44939,$141522.00,$94765.00,$20425.00,$0.00,$0.00,$20425.00,37183,$152373.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,26231,0,0,70,70,29,2040,55899,19762,68966,0,10,31929,2014,5,1,99,50192,22188,31.5279756,-87.3243597
AL,999-051,CULLMAN COUNTY PUBLIC LIBRARY,CULLMAN,1,2,3,$402651.00,$79909.00,$21865.00,21008,$525433.00,$317926.00,$36236.00,$8799.00,$16322.00,$61357.00,120144,$499427.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,80682,13333,3,70,73,72,7801,94442,31464,175491,8266,60,30902,2014,5,1,43,18976,80783,34.1791174,-86.8426587
AL,999-052,VALLEY - H. GRADY BRADSHAW / CHAMBERS COUNTY LIBRARY,CHAMBERS,0,1,2,$93238.00,$33674.00,$0.00,653728,$780640.00,$479304.00,$29959.00,$4601.00,$6916.00,$41476.00,300556,$821336.00,$0.00,$0.00,$0.00,$0.00,$0.00,$347464.00,103275,2000,5,70,75,25,3670,169702,25370,107021,2895,24,31393,2014,5,1,17,78204,34175,32.838742,-85.1776664
AL,999-081,HOKES BLUFF - RUFUS FLOYD PUBLIC LIBRARY,ETOWAH,0,0,0.75,$61859.00,$4248.00,$0.00,2343,$68450.00,,$4608.00,$1965.00,$6135.00,$12708.00,,$68450.00,$0.00,$0.00,$0.00,$1401.00,$1401.00,$1401.00,14158,14109,2,70,72,0,1584,11104,5160,16595,3265,17,3471,2014,5,1,55,35392,103962,33.9918343,-85.8660367
AL,512-004,RAGLAND PUBLIC LIBRARY,ST. CLAIR,0,0,0.65,$19298.00,$3135.00,$15000.00,5450,$42883.00,,$2701.00,$0.00,$1318.00,$4019.00,,$42883.00,$0.00,$0.00,$0.00,$300000.00,$300000.00,$300000.00,14958,0,0,70,70,4,1248,4212,1350,9296,0,9,1381,2014,5,1,115,63216,86244,33.743743,-86.1445441
AL,999-063,HAYNEVILLE - LOWNDES COUNTY PUBLIC LIBRARY,LOWNDES,0,0,1,$12100.00,$5868.00,$5250.00,3000,$26218.00,,$1300.00,$0.00,$450.00,$1750.00,,$19530.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,18827,0,0,70,70,13,1456,4840,1883,7898,0,12,3510,2014,5,1,85,51520,10730,32.196458,-86.672832
AL,504-004,IDER PUBLIC LIBRARY,DEKALB,0,0,0.5,$22154.00,$722.00,$0.00,4864,$27740.00,,$1754.00,$0.00,$614.00,$2368.00,,$24788.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,8951,0,0,70,70,9,1231,7737,1448,9154,0,10,2833,2014,5,1,49,34096,70894,34.661511,-85.697972
AL,517-002,EUFAULA CARNEGIE LIBRARY,BARBOUR,0,1,6,$306119.00,$15156.00,$10000.00,24593,$355868.00,$256119.00,$22503.00,$5175.00,$5408.00,$33086.00,90491,$379696.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10999.00,30107,17870,0,70,70,83,2671,44290,7426,43745,2250,13,12614,2014,5,1,5,24568,26978,31.8952201,-85.145656
AL,509-005,GRANT PUBLIC LIBRARY,MARSHALL,0,0,1,$28657.00,$899.00,$4000.00,2444,$36000.00,,$4896.00,$0.00,$68.00,$4964.00,,$34734.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,16675,0,0,70,70,4,1568,6370,2820,8445,0,4,1050,2014,5,1,95,31096,94569,34.52494,-86.2525582
AL,999-076,DALEVILLE PUBLIC LIBRARY,DALE,0,0,1,$85597.00,$7867.00,$15000.00,13640,$122104.00,$64476.00,$7210.00,$0.00,$3628.00,$10838.00,43975,$119289.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,20796,0,1,70,71,56,2006,24466,2420,12849,0,51,10077,2014,5,1,45,19360,49845,31.3165588,-85.7067791
AL,107-005,COURTLAND PUBLIC LIBRARY,LAWRENCE,0,0,1,$38000.00,$1223.00,$0.00,0,$39223.00,,$3173.00,$0.00,$807.00,$3980.00,,$36223.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,15192,27194,0,70,70,3,828,3294,1406,4277,527,9,2574,2014,5,1,79,55044,33571,34.6735129,-87.3103494
AL,107-006,EVA PUBLIC LIBRARY,MORGAN,0,0,1,$48950.00,$957.00,$0.00,3459,$53366.00,,$6070.00,$0.00,$400.00,$6470.00,,$45601.00,$9545.00,$0.00,$0.00,$0.00,$9545.00,$0.00,15236,28400,0,70,70,0,1000,7363,2061,9273,413,7,6274,2014,5,1,103,24688,119628,34.3337634,-86.7722979
AL,504-005,CROSSVILLE PUBLIC LIBRARY,DEKALB,0,0,1,$37647.00,$1862.00,$0.00,2695,$42204.00,,$3408.00,$0.00,$453.00,$3861.00,,$37551.00,$5441.00,$0.00,$0.00,$0.00,$5441.00,$6282.00,9505,162,0,70,70,2,2113,10125,1641,10491,162,12,2355,2014,5,1,49,18856,70894,34.2883395,-85.987618
AL,999-083,WALNUT GROVE - WESTSIDE PUBLIC LIBRARY,ETOWAH,0,0,1,$23460.00,$692.00,$0.00,1750,$25902.00,,$2690.00,$0.00,$432.00,$3122.00,,$26482.00,$3349.00,$0.00,$0.00,$0.00,$3349.00,$0.00,9083,0,0,70,70,5,1300,3340,2365,1124,0,4,1230,2014,5,1,55,79728,103962,34.0539027,-86.3071886
AL,500-009,ORANGE BEACH PUBLIC LIBRARY,BALDWIN,0,3,7,$480905.00,$4838.00,$7000.00,29075,$521818.00,$440578.00,$25149.00,$9339.00,$15728.00,$50216.00,53992,$544786.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,40350,23329,5,70,75,0,2713,72487,12242,85799,9162,17,19202,2014,5,1,3,57144,195443,30.292057,-87.576965
AL,999-073,SATSUMA PUBLIC LIBRARY,MOBILE,0,0,1,$124798.00,$6114.00,$7000.00,11265,$149177.00,$84419.00,$9130.00,$0.00,$1404.00,$10534.00,32220,$127173.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,16810,0,0,70,70,5,2120,14545,6347,5292,0,15,4364,2014,5,1,97,68352,414560,30.845112,-88.0597909
AL,107-007,FALKVILLE PUBLIC LIBRARY,MORGAN,0,0,1,$46852.00,$1715.00,$7000.00,5674,$61241.00,,$9520.00,$300.00,$2907.00,$12727.00,,$47575.00,$0.00,$0.00,$0.00,$0.00,$0.00,$600.00,13047,27270,0,70,70,2,1836,8845,2064,7009,100,14,5820,2014,5,1,103,25648,119628,34.3671548,-86.9073381
AL,512-007,SPRINGVILLE PUBLIC LIBRARY,ST. CLAIR,0,0,0.9,$78911.00,$3882.00,$7000.00,2750,$92543.00,,$11809.00,$0.00,$5241.00,$17050.00,,$92543.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,19069,0,0,70,70,11,2444,14284,4695,31702,0,6,5806,2014,5,1,115,72600,86244,33.775701,-86.470638
AL,999-074,BRIDGEPORT - LENA CAGLE PUBLIC LIBRARY,JACKSON,0,1,3,$41815.00,$5669.00,$7000.00,0,$54484.00,$30392.00,$11470.00,$0.00,$2842.00,$14312.00,9780,$54484.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,8509,0,0,70,70,16,1785,10131,1404,8578,0,14,9025,2014,5,1,71,9328,52944,34.9474142,-85.7173763
AL,999-080,WEST BLOCTON PUBLIC LIBRARY,BIBB,0,0,1,$28547.00,$1221.00,$0.00,0,$29768.00,,$2768.00,$0.00,$0.00,$2768.00,,$21288.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,12043,0,0,70,70,2,1347,2070,2070,861,0,6,547,2014,5,1,7,80928,22504,33.1176014,-87.1112342
AL,100-009,CARBON HILL CITY LIBRARY,WALKER,0,0.4,0.4,$4341.00,$0.00,$7000.00,12230,$23571.00,,$4502.00,$4375.00,$0.00,$8877.00,,$23571.00,$1200.00,$0.00,$0.00,$150.00,$1350.00,$1350.00,8465,13663,1,70,71,14,832,1866,624,10353,5434,6,1700,2014,5,1,127,12016,65859,33.8898908,-87.5289261
AL,OHATCHEE,OHATCHEE PUBLIC LIBRARY,CALHOUN,0,0.75,0.75,$40490.00,$1151.00,$7000.00,1593,$50234.00,,$8174.00,$0.00,$2915.00,$11089.00,,$50415.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7645,0,0,70,70,12,1418,4540,1188,10098,0,4,1110,2014,5,1,15,56472,116547,33.76504,-86.041867
AL,SOMERVILLE,SOMERVILLE PUBLIC LIBRARY,MORGAN,0,0,2,$18300.00,$1164.00,$7000.00,3000,$29464.00,,$7900.00,$0.00,$815.00,$8715.00,,$33059.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,14180,0,0,70,70,0,2000,7980,1629,4665,0,9,2765,2014,5,1,103,71496,119628,34.473359,-86.798895
AL,AL8013,CHELSEA PUBLIC LIBRARY,SHELBY,0,0,1,$126588.00,$9011.00,$0.00,14962,$150561.00,$76735.00,$22326.00,$3200.00,$20825.00,$46351.00,27475,$150561.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,19761,13522,7,70,77,7,2444,60000,3161,100662,44489,5,3380,2014,5,1,117,14104,204196,33.3401408,-86.6308683
AL,AL8014,DUTTON PUBLIC LIBRARY,JACKSON,0,0,1,$10650.00,$3584.00,$0.00,80,$14314.00,,$1953.00,$0.00,$0.00,$1953.00,,$14908.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,9944,0,0,70,70,20,1248,2054,845,1394,0,9,666,2014,5,1,71,21952,52944,34.6039372,-85.9181019
AL,AL8015,FORT DEPOSIT PUBLIC LIBRARY,LOWNDES,0,0,1,$24600.00,$2833.00,$0.00,0,$27433.00,,$1550.00,$0.00,$0.00,$1550.00,,$24200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,608,0,0,70,70,0,1560,1100,1305,2080,0,14,475,2014,5,1,85,27520,10730,31.983509,-86.578207
AL,AL8016,SUMMERDALE - MARJORIE YOUNCE SNOOK PUBLIC LIBRARY,BALDWIN,0,0,1,$97612.00,$877.00,$16846.00,5985,$121320.00,$69274.00,$16500.00,$1500.00,$26500.00,$44500.00,12509,$126283.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,14564,55,0,70,70,45,2433,17368,1099,17142,110,13,9405,2014,5,1,3,73872,195443,30.4871889,-87.7014627
AL,AL8009,GREEN POND - WOODSTOCK PUBLIC LIBRARY,BIBB,0,0,1,$51900.00,$2389.00,$0.00,0,$54289.00,,$620.00,$0.00,$510.00,$1130.00,,$40130.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,20770,0,0,70,70,0,1872,7723,2555,6743,0,10,5483,2014,5,1,7,0,22504,33.2210885,-87.124932
AL,501-020,CLAY PUBLIC LIBRARY,JEFFERSON,0,1,2,$157500.00,$6745.00,$10553.00,8940,$183738.00,$93820.00,$23978.00,$1308.00,$11815.00,$37101.00,32180,$163101.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7393,13440,1,70,71,11,2600,14736,914,25625,734,4,2626,2014,5,1,73,15256,659197,33.7144443,-86.578427
AL,104-010,ECLECTIC PUBLIC LIBRARY,ELMORE,0,0,0.4,$7561.00,$2037.00,$0.00,4399,$13997.00,,$882.00,$0.00,$0.00,$882.00,,$17446.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10276,0,0,70,70,5,800,2000,1272,4273,0,9,2765,2014,5,1,51,22816,80808,32.6360012,-86.0349548
AL,514-005,HOBSON CITY PUBLIC LIBRARY,CALHOUN,0,0,1,$602.00,$759.00,$7200.00,15000,$23561.00,,$7500.00,$0.00,$1123.00,$8623.00,,$24073.00,$0.00,$0.00,$0.00,$0.00,$0.00,$43328.00,10361,0,0,70,70,5,970,3610,381,6270,0,10,2548,2014,5,1,15,35152,116547,33.6204636,-85.8435944
AL,999-084,MUNFORD PUBLIC LIBRARY,TALLADEGA,0,0,1,$38288.00,$1270.00,$0.00,3012,$42570.00,,$3470.00,$0.00,$5270.00,$8740.00,,$41093.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,14135,0,1,70,71,7,1952,8221,8221,6504,0,8,2874,2014,5,1,121,52848,81339,33.5307623,-85.9544333
AL,506-003,SOUTHSIDE PUBLIC LIBRARY,ETOWAH,0,0,2,$22913.00,$8335.00,$7000.00,1023,$39271.00,,$11623.00,$0.00,$588.00,$12211.00,,$30038.00,$49525.00,$0.00,$0.00,$0.00,$49525.00,$76203.00,12201,50,3,70,73,0,1500,3298,1144,5295,134,3,231,2014,5,1,55,71832,103962,33.9203806,-86.0222279
AL,512-008,STEELE PUBLIC LIBRARY,ST. CLAIR,0,0,0.75,$22310.00,$1493.00,$7000.00,3450,$34253.00,,$6043.00,$0.00,$3033.00,$9076.00,,$33358.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7356,0,0,70,70,3,1560,4498,465,6249,0,5,2219,2014,5,1,115,72888,86244,33.94427,-86.199287
AL,501-021,PINSON PUBLIC LIBRARY,JEFFERSON,0,2,2,$150000.00,$4232.00,$7000.00,8272,$169504.00,$94632.00,$27783.00,$500.00,$12180.00,$40463.00,23096,$158191.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7693,13440,0,70,70,56,2652,32174,6234,59570,4204,6,13536,2014,5,1,73,60648,659197,33.691476,-86.681386
AL,AL8008-001,GLENCOE PUBLIC LIBRARY,ETOWAH,0,0,0.6,$32431.00,$5114.00,$7000.00,2253,$46798.00,,$7560.00,$0.00,$1190.00,$8750.00,,$42504.00,$0.00,$0.00,$0.00,$0.00,$0.00,$60000.00,7329,14109,0,70,70,0,1176,1078,1062,2602,24,2,396,2014,5,1,55,29992,103962,33.9559335,-85.9341081
AL,AL8009-001,MAGNOLIA SPRINGS PUBLIC LIBRARY,BALDWIN,0,1,1,$6750.00,$736.00,$2200.00,20064,$29750.00,,$5612.00,$1500.00,$890.00,$8002.00,,$27017.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,3969,277,0,70,70,0,988,6433,405,4714,325,4,675,2014,5,1,3,46072,195443,30.405049,-87.770505
AL,AL0079-003,TOWN CREEK PUBLIC LIBRARY,LAWRENCE,0,0,1,$24050.00,$1085.00,$0.00,4161,$29296.00,,$1274.00,$0.00,$1680.00,$2954.00,,$40824.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,4440,0,0,70,70,0,1265,9818,1059,8712,0,8,2304,2014,5,1,79,0,33571,34.699337,-87.4061367
AL,501-000,JEFFERSON COUNTY LIBRARY COOPERATIVE,JEFFERSON,0,3,5,$1295722.00,$249721.00,$0.00,633979,$2179422.00,$1826960.00,$0.00,$28669.00,$0.00,$28669.00,648695,$2504324.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,79,0,1,70,71,0,2250,1900,20265,19695,19695,2,2,2014,5,1,73,7000,659197,33.520858,-86.807252
AL,508-000,MARENGO LIBRARY SYSTEM,MARENGO,1,1,2,$33274.00,$4639.00,$0.00,0,$37913.00,,$2028.00,$0.00,$0.00,$2028.00,,$37901.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,4117,0,0,70,70,0,538,1151,351,12529,0,0,0,2014,5,1,91,20296,20228,32.5173396,-87.8362042
AL,511-000,PICKENS COUNTY COOPERATIVE LIBRARY,PICKENS,0,1,1,$28460.00,$19198.00,$2000.00,873,$50531.00,,$500.00,$0.00,$0.00,$500.00,,$37274.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,630,0,0,70,70,0,1560,347,6,42,0,2,250,2014,5,1,107,12304,19383,33.2609751,-88.0939023
AL,AL8004,MT. VERNON PUBLIC LIBRARY,MOBILE,0,1,1,$40400.00,$1554.00,$0.00,0,$41954.00,,$4500.00,$0.00,$1700.00,$6200.00,,$29200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,4019,0,0,70,70,0,3000,5410,2705,2285,0,15,3800,2014,5,1,97,52608,414560,31.092219,-87.991731
AL,107-008,PRICEVILLE PUBLIC LIBRARY,MORGAN,0,0,1,$70373.00,$3973.00,$7000.00,0,$81346.00,$32304.00,$15538.00,$4000.00,$1904.00,$21442.00,21949,$75695.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,17925,0,0,70,70,0,1976,4974,4974,11490,0,4,440,2014,5,1,103,62472,119628,34.5261251,-86.8918683
AL,999-055,SARDIS CITY PUBLIC LIBRARY,ETOWAH,0,0,1,$58067.00,$1686.00,$0.00,450,$60203.00,,$2479.00,$0.00,$926.00,$3405.00,,$38222.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,18855,449,0,70,70,1,1300,6974,3288,14844,97,13,1372,2014,5,1,55,68280,103962,34.1735653,-86.1227193
AR,AROO1-009,CENTRAL ARKANSAS LIBRARY SYSTEM,PULASKI,0,39,48,$14801416.00,$586480.00,$0.00,578543,$15966439.00,$10292222.00,$833141.00,$540460.00,$605768.00,$1979369.00,5023769,$17295360.00,$3204849.00,$0.00,$0.00,$0.00,$3204849.00,$2922587.00,895750,14425,68,52,120,1255,38840,2196231,190145,2504366,-1,345,358054,2014,5,5,119,41000,391536,34.746915,-92.266848
AR,AR002,WASHINGTON COUNTY LIBRARY SYSTEM,WASHINGTON,0,8,12,$2777414.00,$230426.00,$0.00,221702,$3229542.00,$1675191.00,$342260.00,$85428.00,$106704.00,$534392.00,538979,$2748562.00,$12515.00,$2969.00,$0.00,$0.00,$15484.00,$889000.00,302377,21560,27,52,79,210,18467,810720,49429,1024529,-1,118,128755,2014,5,5,143,23290,216753,36.034232,-94.176152
AR,AR003-013,MARION COUNTY LIBRARY,MARION,0,0,1,$413120.00,$0.00,$0.00,0,$413120.00,$92394.00,$14000.00,$3000.00,$0.00,$17000.00,44350,$153744.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,25622,0,32,52,84,27,2288,16244,6136,43204,-1,4,2365,2014,5,5,89,77330,16427,36.2253241,-92.6865829
AR,AR0004-023,SOUTHWEST ARKANSAS REGIONAL LIBRARY,HEMPSTEAD,0,0,10.31,$527588.00,$0.00,$492.00,0,$528080.00,$196976.00,$39032.00,$5575.00,$2575.00,$47182.00,82902,$327060.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3216.00,172624,92,14,72,86,153,16159,60786,24015,101524,-1,95,125404,2014,5,5,109,27310,11126,34.3260227,-93.5499871
AR,AR005-009,MID ARKANSAS REGIONAL LIBRARY SYSTEM,HOT SPRING,0,2,6,$624800.00,$128117.00,$0.00,31308,$784225.00,$529115.00,$89350.00,$40872.00,$34438.00,$164660.00,127394,$821169.00,$0.00,$0.00,$0.00,$0.00,$0.00,$177433.00,166001,1816,2,52,54,107,8080,115984,38696,148343,-1,48,11550,2014,5,5,59,43610,33440,34.3638122,-92.8120159
AR,AR006-004,GARLAND COUNTY LIBRARY,GARLAND,0,5,5,$2776432.00,$176116.00,$0.00,255525,$3208073.00,$1643329.00,$227309.00,$160814.00,$94426.00,$482549.00,812317,$2938195.00,$0.00,$0.00,$0.00,$0.00,$0.00,$31567.00,129862,4109,11,52,63,238,3453,410880,47333,689285,-1,16,51219,2014,5,5,51,33400,97065,34.4977021,-93.0398887
AR,AR0007-016,WHITE RIVER REGIONAL LIBRARY,INDEPENDENCE,0,1,1,$1717436.00,$283542.00,$0.00,150201,$2151179.00,$1077431.00,$272283.00,$25000.00,$0.00,$297283.00,305117,$1679831.00,$0.00,$0.00,$0.00,$448852.00,$448852.00,$1740050.00,168819,374,2,52,54,323,26093,223308,75627,371178,-1,72,42721,2014,5,5,63,4030,36843,35.7715482,-91.651515
AR,AR021-002,PINE BLUFF JEFFERSON COUNTY LIBRARY SYSTEM,JEFFERSON,0,1,7,$1233639.00,$142520.00,$0.00,42524,$1418683.00,$799085.00,$102123.00,$53936.00,$17827.00,$173886.00,314097,$1287068.00,$0.00,$0.00,$0.00,$296211.00,$296211.00,$296211.00,180422,1275,14,52,66,134,10608,126078,21280,196871,-1,90,11278,2014,5,5,69,55310,73084,34.2215779,-92.0019311
AR,AR009-002,CROWLEY RIDGE REGIONAL LIBRARY,CRAIGHEAD,0,5,13,$2963116.00,$235925.00,$0.00,444836,$3643877.00,$1794739.00,$342837.00,$139903.00,$191752.00,$674492.00,490590,$2959821.00,$0.00,$0.00,$0.00,$42248.00,$42248.00,$42248.00,197379,6678,26,52,78,230,13530,664140,50376,636197,-1,108,87184,2014,5,5,31,35710,101647,35.83383,-90.707791
AR,AR010-002,COLUMBIA COUNTY LIBRARY,COLUMBIA,0,1,3,$364200.00,$58211.00,$0.00,22545,$444956.00,$257164.00,$50353.00,$7390.00,$5463.00,$63206.00,97387,$417757.00,$0.00,$0.00,$0.00,$0.00,$0.00,$48747.00,147568,40301,4,52,56,73,3952,60213,5445,67674,-1,25,16807,2014,5,5,27,43460,24266,33.2863155,-93.2352675
AR,AR011-003,FORT SMITH PUBLIC LIBRARY,SEBASTIAN,0,6,8,$2296191.00,$109031.00,$0.00,256196,$2661418.00,$2072767.00,$190297.00,$34824.00,$17932.00,$243053.00,558769,$2874589.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,320514,9073,64,52,116,457,11804,411045,68339,478460,-1,64,64372,2014,5,5,131,24550,127118,35.3740799,-94.3975784
AR,AR012-004,ARKANSAS RIVER VALLEY REGIONAL LIBRARY,YELL,0,2,2,$1583199.00,$210053.00,$0.00,34040,$1827292.00,$1088328.00,$167422.00,$59852.00,$34539.00,$261813.00,251254,$1601395.00,$0.00,$0.00,$0.00,$0.00,$0.00,$59723.00,129409,10015,9,52,61,280,15999,245020,53695,300446,-1,91,56960,2014,5,5,149,17380,21807,35.2278926,-93.1577594
AR,AR0056,NORTHEAST ARKANSAS REGIONAL LIBRARY,GREENE,0,1,4,$1171239.00,$179103.00,$0.00,49696,$1400038.00,$782258.00,$157761.00,$61987.00,$20760.00,$240508.00,272600,$1295366.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,198020,17055,4,52,56,183,12324,195632,32558,242970,-1,43,47733,2014,5,5,55,53390,43072,36.0565268,-90.5005733
AR,AR0014-016,SOUTHEAST ARKANSAS REGIONAL LIBRARY,DREW,0,1,1,$770736.00,$188469.00,$0.00,6000,$965205.00,$679739.00,$52675.00,$4625.00,$11754.00,$69054.00,126791,$875584.00,$5500000.00,$0.00,$0.00,$30000.00,$5530000.00,$3536886.00,138608,0,30,52,82,139,22282,235311,27588,124923,-1,78,66086,2014,5,5,43,46580,18728,33.6258582,-91.791149
AR,AR015-003,PHILLIPS LEE MONROE REGIONAL LIBRARY SYSTEM,PHILLIPS,0,0,6,$262986.00,$96000.00,$0.00,0,$358986.00,$149489.00,$6550.00,$2000.00,$0.00,$8550.00,25561,$183600.00,$0.00,$0.00,$0.00,$0.00,$0.00,$68827.00,125500,0,0,52,52,0,10226,47441,6423,55310,-1,18,19369,2014,5,5,107,31190,20426,34.5281048,-90.5925077
AR,AR016,WILLIAM F. LAMAN PUBLIC LIBRARY,PULASKI,0,5,5,$2828561.00,$160577.00,$0.00,90214,$3079352.00,$1676106.00,$163724.00,$66049.00,$98044.00,$327817.00,1091859,$3095782.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,187981,4468,14,52,66,280,5748,346654,34395,250034,-1,74,72297,2014,5,5,119,50450,391536,34.7800665,-92.2694461
AR,AR017-002,FAULKNER-VAN BUREN REGIONAL LIBRARY SYSTEM,FAULKNER,0,2,7,$1621584.00,$261165.00,$0.00,94429,$1977178.00,$1023854.00,$259886.00,$70417.00,$15579.00,$345882.00,698803,$2068539.00,$92108.00,$0.00,$0.00,$0.00,$92108.00,$56328.00,204418,3991,5,52,57,453,15816,306790,46101,498478,-1,59,110959,2014,5,5,45,15190,119390,35.102815,-92.450169
AR,AR019-007,WHITE COUNTY REGIONAL LIBRARY SYSTEM,WHITE,0,1,11,$1370414.00,$145264.00,$65670.00,40895,$1622243.00,$708806.00,$185258.00,$66000.00,$62195.00,$313453.00,337694,$1359953.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,119317,1159,12,52,64,198,12116,221277,34846,455155,-1,31,39981,2014,5,5,145,63020,78661,35.2476962,-91.7373793
AR,AR020-002,BARTON LIBRARY,UNION,0,2,2,$440790.00,$65645.00,$0.00,53345,$559780.00,$299324.00,$40655.00,$4655.00,$4275.00,$49585.00,156669,$505578.00,$5000.00,$0.00,$0.00,$4056.00,$9056.00,$9056.00,68752,0,4,52,56,108,8742,65592,16564,57708,-1,28,19521,2014,5,5,139,21070,40675,33.2219535,-92.6621776
AR,AR008-002,POPE COUNTY LIBRARY SYSTEM,POPE,1,1,11,$1005192.00,$0.00,$0.00,34792,$1039984.00,$891874.00,$115174.00,$20723.00,$24772.00,$160669.00,147231,$1199774.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6054.00,115126,851,6,52,58,1030,5765,120851,28049,276996,-1,27,24618,2014,5,5,115,61670,62747,35.2760024,-93.1334386
AR,AR023-002,SCOTT SEBASTIAN REGIONAL LIBRARY,SEBASTIAN,0,1,1,$330388.00,$125157.00,$0.00,15875,$471420.00,$247189.00,$88147.00,$0.00,$3470.00,$91617.00,107137,$445943.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24327.00,121861,0,0,52,52,103,5096,92670,18841,138857,-1,16,26744,2014,5,5,131,28780,127118,35.213056,-94.256964
AR,AR024-002,EAST CENTRAL ARKANSAS REGIONAL LIBRARY SYSTEM,CROSS,0,2,3,$598877.00,$82942.00,$0.00,29195,$711014.00,$373263.00,$44442.00,$6433.00,$17927.00,$68802.00,224303,$666368.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,45393,10,5,52,57,105,4368,78853,13675,165017,-1,41,28294,2014,5,5,37,77090,17504,35.223944,-90.789455
AR,AR025,WEST MEMPHIS PUBLIC LIBRARY,CRITTENDEN,0,1,1,$549427.00,$60614.00,$0.00,21614,$631655.00,$258411.00,$22390.00,$7695.00,$5887.00,$35972.00,111713,$406096.00,$72000.00,$0.00,$0.00,$0.00,$72000.00,$37507.00,53314,20476,4,52,56,29,2550,28915,12480,18687,-1,14,13211,2014,5,5,35,74540,49758,35.1481819,-90.1935949
